,1_outflow_accumulated_hour0,1_outflow_max_hour0,2_change_cv,2_change_iqr,2_change_max,2_change_mean,2_change_min,2_change_range,2_change_std,2_displaced_excess_max,2_n_crisis_rows,2_outflow_max,3_estimated_excess_displacement_pop,3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,3_estimated_outflow_pop_from_1_outflow_max_hour0,3_estimated_outflow_pop_from_2_outflow_max,3_fb_baseline_median,3_pct_outflow_fb_from_1_outflow_accumulated_hour0,3_pct_outflow_fb_from_1_outflow_max_hour0,3_pct_outflow_fb_from_2_outflow_max,3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,3_pct_outflow_worldpop_from_1_outflow_max_hour0,3_pct_outflow_worldpop_from_2_outflow_max,3_worldpop,4_flood_max,4_flood_mean,4_flood_p95,4_svi_count,4_waste_count,4_waste_per_population,4_waste_per_svi_count
3_estimated_outflow_pop_from_2_outflow_max,0.3011584162354452,0.30605600763309815,-0.002959482696339796,0.1968243315351026,0.30854623672166664,-0.12002822812630068,-0.3105818718771084,0.31178086525784987,0.3109804538763117,0.4129121316598615,0.10843334561703444,0.46987076934303046,0.8882052691108664,0.6151269197842634,0.6758340196374584,1.0,0.5702516026228798,0.13326941321024732,0.14376753123043776,0.3267431100022059,0.13326941321024732,0.14376753123043776,0.3267431100022058,0.783847374344088,0.19095309837558092,0.014805630245329516,0.06485371523443872,0.584541203053539,0.7219173891755984,0.028004744071468225,0.6433537632986787
3_fb_baseline_median,0.8317869070612405,0.8218411480477796,-0.030481050851580697,0.15396112171471718,0.2560568197924242,-0.3520856876625859,-0.3226731142471095,0.29400760271853166,0.2953735740231185,0.8522124089168389,0.0731161199568777,0.8661526842205279,0.6217643343113278,0.6844399880045092,0.6780929243190973,0.5702516026228798,1.0,0.4446740334454916,0.42036099052055353,0.23493028426448775,0.44467403344549167,0.42036099052055353,0.23493028426448775,0.5839234098482042,0.12739616842778823,-0.03440335937611117,0.0380242933245159,0.6996926615684594,0.6031096077589726,0.04660543218398117,0.5085972532900842
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,0.623508007723602,0.6145763848351645,0.018791776742180407,0.035185325448910995,0.07076589516243767,-0.17161661834448705,-0.10635098153415967,0.09058294905379675,0.09119101525960185,0.5279407592495259,0.24699572399113942,0.5322690058738866,0.1886949530789418,0.39522301506732455,0.39500218468563886,0.13326941321024732,0.4446740334454916,1.0,0.9869942931371758,0.45981659628952015,1.0,0.9869942931371757,0.45981659628952004,0.036001935574196446,0.051168547740012345,0.05254691827933277,0.031010342285903332,0.2928235233135812,-0.026447989410846428,-0.013349775532119013,-0.0823749779118166
3_pct_outflow_fb_from_1_outflow_max_hour0,0.6107348969648105,0.6073648470346774,0.010439857593474806,0.04284183029963363,0.07541577346547121,-0.1710019794775011,-0.10957892814728122,0.0944925592477932,0.09507467632679867,0.5275781572481274,0.276062896060311,0.5304502196939765,0.19663545424886078,0.3763733219960109,0.3848439925129628,0.14376753123043776,0.42036099052055353,0.9869942931371758,1.0,0.49878809737759255,0.9869942931371758,1.0,0.4987880973775922,0.024103807311798477,0.010629343429466667,0.03330258651471213,-0.0031982450347917924,0.2975517892715879,-0.03576302897073772,-0.0049561773092450054,-0.09310250516983938
3_pct_outflow_fb_from_2_outflow_max,0.3364525201973999,0.34376915319075557,0.014554490147887905,0.08209435117613802,0.14273726888312027,-0.08467666965287877,-0.1468852697924609,0.1459752112255014,0.14585381262222005,0.4081911453813464,0.5419937923680127,0.4370541406663942,0.31888283433365633,0.15061242239724765,0.18212563009725805,0.3267431100022059,0.23493028426448775,0.45981659628952015,0.49878809737759255,1.0,0.4598165962895201,0.49878809737759244,0.9999999999999999,0.03509665947018003,0.06442192957056556,-0.01084732963475151,-0.03902306279790227,0.2737783501784779,0.08237493689775346,0.10214933715880005,0.04451798418401444
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,0.6235080077236022,0.6145763848351645,0.018791776742180383,0.035185325448910995,0.07076589516243766,-0.17161661834448705,-0.10635098153415969,0.09058294905379674,0.09119101525960183,0.527940759249526,0.24699572399113945,0.5322690058738866,0.1886949530789418,0.3952230150673246,0.39500218468563886,0.13326941321024732,0.44467403344549167,1.0,0.9869942931371758,0.4598165962895201,1.0,0.9869942931371757,0.4598165962895201,0.03600193557419645,0.051168547740012296,0.05254691827933277,0.031010342285903332,0.29282352331358114,-0.026447989410846418,-0.013349775532119003,-0.0823749779118166
3_pct_outflow_worldpop_from_1_outflow_max_hour0,0.6107348969648106,0.6073648470346774,0.0104398575934748,0.042841830299633614,0.07541577346547121,-0.1710019794775011,-0.1095789281472812,0.09449255924779322,0.09507467632679871,0.5275781572481275,0.2760628960603109,0.5304502196939767,0.1966354542488608,0.3763733219960109,0.3848439925129628,0.14376753123043776,0.42036099052055353,0.9869942931371757,1.0,0.49878809737759244,0.9869942931371757,1.0,0.49878809737759233,0.024103807311798467,0.010629343429466665,0.033302586514712115,-0.003198245034791805,0.29755178927158793,-0.0357630289707377,-0.004956177309245002,-0.09310250516983938
3_pct_outflow_worldpop_from_2_outflow_max,0.33645252019739985,0.34376915319075557,0.014554490147887874,0.08209435117613804,0.14273726888312022,-0.08467666965287883,-0.14688526979246086,0.14597521122550136,0.14585381262221997,0.4081911453813463,0.5419937923680126,0.4370541406663943,0.3188828343336564,0.15061242239724779,0.18212563009725805,0.3267431100022058,0.23493028426448775,0.45981659628952004,0.4987880973775922,0.9999999999999999,0.4598165962895201,0.49878809737759233,1.0,0.035096659470180036,0.06442192957056551,-0.010847329634751449,-0.0390230627979022,0.2737783501784779,0.08237493689775348,0.10214933715880009,0.044517984184014446
3_worldpop,0.20120966684486388,0.19165695558831236,-0.03456720153389674,0.1520608611075866,0.2143293811294195,-0.0915994577030036,-0.2195133560045143,0.21862401098967882,0.21809952223070952,0.24408445821882493,0.008497206218770873,0.2822656906401101,0.712716588056493,0.7353809908834259,0.7391646379188362,0.783847374344088,0.5839234098482042,0.036001935574196446,0.024103807311798477,0.03509665947018003,0.03600193557419645,0.024103807311798467,0.035096659470180036,1.0,0.1877254738633609,0.015438951509415925,0.083186268992886,0.5428014668912514,0.8148001470078561,0.01443642365077139,0.7929328374970496
4_flood_max,0.1135099043048264,0.10718135115798405,0.06075231140658499,0.020675805810697293,0.06834640747964946,-0.0013067540313315817,-0.06529937512900826,0.06716293044595013,0.0666343346816007,0.10184927858414614,-0.09921009539004752,0.1287015296514826,0.09596924330422332,0.12493198385708836,0.12906149649219145,0.19095309837558092,0.12739616842778823,0.051168547740012345,0.010629343429466667,0.06442192957056556,0.051168547740012296,0.010629343429466665,0.06442192957056551,0.1877254738633609,1.0,0.5525327855483784,0.6858028108376278,0.11006090606450811,0.10921194888553515,-0.03950085832950412,0.08820965521281683
4_flood_mean,-0.0036979078412254815,-0.006849355019636024,-0.02227403880556748,-0.06473819732542617,-0.03876062954045455,0.04526340386783579,0.04290773721148519,-0.04128066068382229,-0.04115120127290319,-0.023118758584074823,-0.08438698521238228,-0.012019893002538978,-0.043326504733431116,-0.0027250696265401168,0.0007565011000334122,0.014805630245329516,-0.03440335937611117,0.05254691827933277,0.03330258651471213,-0.01084732963475151,0.05254691827933277,0.033302586514712115,-0.010847329634751449,0.015438951509415925,0.5525327855483784,1.0,0.8712244785500824,-0.06295175161078403,0.0074482255776900696,0.2078068320270946,0.008243016573556276
4_flood_p95,0.04033903433397878,0.033323494541846764,0.02402731349196602,-0.09320555788945245,-0.07239191993282537,0.04275339675422803,0.06666680470564341,-0.0697817001625744,-0.06942949338896354,0.01173658512775565,-0.13931365647471797,0.031887346915278524,-0.020333958802477115,0.055896738911293306,0.060337887335736085,0.06485371523443872,0.0380242933245159,0.031010342285903332,-0.0031982450347917924,-0.03902306279790227,0.031010342285903332,-0.003198245034791805,-0.0390230627979022,0.083186268992886,0.6858028108376278,0.8712244785500824,1.0,-0.0029756329956565505,0.08034520186115107,0.11967283298716518,0.06269732756369052
4_svi_count,0.47733379420013733,0.47660091668692806,0.004327075484537673,0.10690172791462411,0.23041399569070856,-0.20587272115517066,-0.25430391858380946,0.24498013115764647,0.24483870376842712,0.5493346537430346,0.13448029460753314,0.5816497921081677,0.5754532110997927,0.46747248136746977,0.4835218665810358,0.584541203053539,0.6996926615684594,0.2928235233135812,0.2975517892715879,0.2737783501784779,0.29282352331358114,0.29755178927158793,0.2737783501784779,0.5428014668912514,0.11006090606450811,-0.06295175161078403,-0.0029756329956565505,1.0,0.6356272889005533,0.15402956586692215,0.5082391599870117
4_waste_count,0.1846298326070477,0.1784582892391363,-0.05154762807582179,0.12422034107764122,0.22354442640554056,-0.18616047005918274,-0.2517947456661339,0.24043160243876172,0.2409622859590147,0.2911443100016907,0.06482510678847314,0.32953258533159413,0.6510067271119329,0.5072683210821818,0.5168647008107582,0.7219173891755984,0.6031096077589726,-0.026447989410846428,-0.03576302897073772,0.08237493689775346,-0.026447989410846418,-0.0357630289707377,0.08237493689775348,0.8148001470078561,0.10921194888553515,0.0074482255776900696,0.08034520186115107,0.6356272889005533,1.0,0.1598759208569124,0.9217542519060029
4_waste_per_population,-0.0003303220746542791,0.0006197387055127348,-0.06160641781521391,0.016490853656197034,0.006999374383078189,-0.058062981541916636,-0.018954951956140907,0.013541589197972272,0.014528906215359698,0.032806592229212145,0.14677446280107764,0.035526774293689244,0.02806467383964432,-0.011834381293628704,-0.011506392054846373,0.028004744071468225,0.04660543218398117,-0.013349775532119013,-0.0049561773092450054,0.10214933715880005,-0.013349775532119003,-0.004956177309245002,0.10214933715880009,0.01443642365077139,-0.03950085832950412,0.2078068320270946,0.11967283298716518,0.15402956586692215,0.1598759208569124,1.0,0.25754278816495185
4_waste_per_svi_count,0.10436418646189909,0.09799015210716376,-0.05933297946506591,0.12078039645363348,0.18488588632866487,-0.10384786683682051,-0.19571138392011855,0.1920416698016878,0.1920948684546058,0.19238121554334262,0.05519138953189575,0.23319060270350586,0.5651285151811789,0.4676627798676519,0.46972236057641303,0.6433537632986787,0.5085972532900842,-0.0823749779118166,-0.09310250516983938,0.04451798418401444,-0.0823749779118166,-0.09310250516983938,0.044517984184014446,0.7929328374970496,0.08820965521281683,0.008243016573556276,0.06269732756369052,0.5082391599870117,0.9217542519060029,0.25754278816495185,1.0
